Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,C_Small,C_0402_1005Metric,12.301661,38.912216,107.5,bottom
C3,C_Small,C_0402_1005Metric,-12.192,39.065784,72.5,bottom
C4,C_Small,C_0402_1005Metric,0,60.706,180,bottom
C5,C_Small,C_0402_1005Metric,0,46.736,180,bottom
C6,C_Small,C_0402_1005Metric,0,74.676,180,bottom
C7,C_Small,C_0402_1005Metric,0,88.646,180,bottom
